smiles,IE,EA,charge,formula_pretty
C(C(=O)OC)(F)(F)F,7.480237875551756,0.8733247806663713,0.0,H3C3O2F3
C1(c2c(c3c1cccc3)cccc2)(C)C,4.478832592448816,0.1632737710948277,0.0,H14C15
N(CCC)(CCC)N=O,4.995650708000175,0.6177305922497909,0.0,H14C6N2O
c1(c(cccc1C)C)OC,4.512749337490822,-0.7457739879668224,0.0,H12C9O
C(C=C)(C)(C)C,5.496226773023954,-0.9638442902982204,0.0,H2C
N(CCCO)(CC)CC,3.9336813853693458,-0.7186958038313604,0.0,H17C7NO
c12N(c3c(Sc1cccc2)cccc3)C,3.595611623122386,-0.1729962846460693,0.0,H11C13SN
C(C(C)(C)C)C=C,5.43421557757083,-0.863754452996909,0.0,H2C
N1([C@@H]2CCC[C@H]1CCC2)C,3.671811030042227,-0.9919172028989124,0.0,H17C9N
C1C(CC(=O)C=C1OC)(C)C,5.19880789304043,0.3759012877995702,0.0,H14C9O2
[C@@H]12C[C@@H](CCC1)CCC2,5.840724133529511,-0.9168259959118584,0.0,H16C9
[Si](CC)(C)(C)C,5.309526102313248,-0.6999514951243326,0.0,SiH14C5
c12c3c(cc(c1cccc2)C#N)cccc3,4.854717666543001,1.1103691047625035,0.0,H9C15N
S(=O)(=O)(C(F)(F)F)[N]S(=O)(=O)C(F)(F)F,5.8273800572802426,-0.7205355246755061,-1.0,C2S2N(O2F3)2
Fc1c(F)c(F)c(c(c1F)F)F,6.072460202359798,1.077636637246178,0.0,CF
c12c(C(=O)c3c1ccc(c3)N(=O)=O)cc(cc2N(=O)=O)N(=O)=O,6.131772161870321,2.934609056768386,0.0,H5C13N3O7
C(CN)N,4.266384423251656,-0.8277497294915519,0.0,H4CN
C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C=C)(F)F)(F)F)(F)F)(F)F,6.992003509194182,0.3611590062879259,0.0,H3C10F17
S(SCC)CC,4.533948776979377,1.4016563374985709,0.0,H5C2S
Clc1c(Cl)cc(cc1Cl)Cl,5.54032457571302,1.4391299668801367,0.0,HC3Cl2
C(OC)Cl,6.278538807020231,1.9339552052493676,0.0,H5C2ClO
N(c1ccccc1)c1ccccc1,3.84917287898461,-0.4302955628667404,0.0,H11C12N
C(C(=O)OCC)N(=O)=O,6.881493853404754,1.8605216586252935,0.0,H7C4NO4
[Si](C=C)(C=C)(C=C)Cl,5.765958118908747,0.699559054880956,0.0,SiH9C6Cl
C(C(C)C)c1ccccc1,5.129636027367814,-0.6345363079366506,0.0,H7C5
C(C=C)[SiH3],5.075437432471153,-0.7427883195545291,0.0,SiH8C3
c12c(c3c(s2)cccc3)[nH]c2c1[CH][CH]C=C2,3.79576679115562,4.490169761099969,0.0,H9C14SN
O=C1c2c(C(=O)C=C1F)cn(c2)C,5.251418676479807,2.279924551961449,0.0,H6C9NO2F
N(COC(=O)C)(C=O)C,5.838816376062459,0.0556409898868879,0.0,H9C5NO3
C(C=O)(C)(C)O,5.600388867389119,0.5820514012499189,0.0,H4C2O
C(=O)(O)c1c(F)c(F)c(c(c1F)F)F,6.019617768417083,1.4408349315141096,0.0,HC7O2F5
c12c(c3c(s2)cccc3)ccc2c1cccc2,4.309354175291082,0.5330896208484774,0.0,H10C16S
[C@H](CCC)(OO)C,5.492165180099255,2.1513746847518638,0.0,H12C5O2
[N]([N]CCC)CCC,4.531641665238203,0.5445779868383398,0.0,H7C3N
C(F)(F)(F)c1ccc(cc1)N,4.420353679526306,-0.1342074937114374,0.0,H6C7NF3
O(C)c1cc(C=O)ccc1O,4.754589265264803,0.9260703829037084,0.0,H8C8O3
Sc1c(O)ccc(c1)O,4.321907945873681,0.1291961741168052,0.0,H6C6SO2
N1(c2ccc(cc2)OC)C(=O)C=CC1=O,4.569396442640572,1.953287824076688,0.0,H9C11NO3
[C@H]([C@@H]([C@H](C=O)O)O)([C@@H](CO)O)O,5.53115631488763,0.7109515089046909,0.0,H2CO
c1(c2ccccc2)ncsc1,4.649069679313106,0.3808851098998276,0.0,H7C9SN
c12c(cc3c(c1)cccc3)cccc2O,3.8562575641386494,0.955561430380476,0.0,H10C14O
C(C)[C@@H]1OC(=O)OC1,6.955922631904832,-0.7801056222582701,0.0,H8C5O3
c1(Sc2ccc(cc2)N)ccc(cc1)N,3.5664640839946515,-0.3553879456470894,0.0,H12C12SN2
Nc1c2c(cc3c(c2)cccc3)ccc1,3.5176472858453054,0.8552380513789104,0.0,H11C14N
c1(Sc2ccc(cc2)C)ccc(cc1)N(=O)=O,4.617649755613092,2.050344895500166,0.0,H11C13SNO2
C(=N)(C(C)(C)C)C(C)(C)C,5.0663038933813365,-0.8845051740448979,0.0,H19C9N
C(O)c1c(F)c(F)c(c(c1F)F)F,5.847880256727512,0.9520341601906694,0.0,H3C7OF5
C(C=C(C)C)CC(=O)O,4.903167856594882,-0.3833881412669142,0.0,H12C7O2
C[C@@H]1CCC=CC1,5.016225591805414,-0.8879144039732636,0.0,H12C7
S(c1ccc(cc1)C#N)c1ccccc1,4.662092993204714,0.9399893404493924,0.0,H9C13SN
C(=O)c1cc(Cl)ccc1,5.657119508768664,1.320948113117629,0.0,H5C7ClO
C(CCC(=O)C)C(C)(C)O,5.595606964646867,-0.1577681983111687,0.0,H8C4O
O=C1CCCC=C1,5.579092111829231,0.815934219695555,0.0,H8C6O
C(S[C@@H](C(=O)OCC)F)c1ccccc1,5.166560362312884,1.2813791173772189,0.0,H13C11SO2F
C(=O)(C=O)O,6.4897213203290445,2.0623763326835616,0.0,H2C2O3
Oc1c(O)c(O)c(c(c1O)O)O,4.012566392609733,0.0588807935724617,0.0,HCO
C(=O)(N=C=O)c1ccccc1,5.923785440559731,1.3342193853019126,0.0,H5C8NO2
C(C(=O)O)(C)C,6.503666392638115,-0.0895228448829583,0.0,H4C2O
S(SSS[S])SS[S],5.1669408944668245,2.958063729494461,0.0,S
C(=O)(O)c1c(N(=O)=O)cccc1,6.153268365991243,2.193991442558036,0.0,H5C7NO4
C(#N)[C@H]1c2c(CCN1CC(F)(F)F)cccc2,5.067569786007516,-0.2180796836495573,0.0,H11C12N2F3
C(=O)([C@@H]1[C@H](C1)C)c1ccccc1,5.479647404739444,0.9097448424105096,0.0,H12C11O
[Si](CCC=C)(OC)(C)C,5.096705839210335,-0.6973120371498225,0.0,SiH16C7O
C(N1C=C(C(=O)N)CC=C1)c1ccccc1.[Cl],5.329021793518768,1.8747918743225456,0.0,H13C13N2ClO
O(C)c1c(Cl)c(Cl)ccc1,4.811053006503789,1.3830662874039263,0.0,H6C7Cl2O
O(CC)C=O,6.687635573753687,-0.0668806551015221,0.0,H6C3O2
O=C1C=C2C(=NCC2)C=C1O,5.257354913339077,2.1381684477706586,0.0,H7C8NO2
N(O)c1ccccc1,4.140981922658829,1.9234838075895824,0.0,H7C6NO
[C@H](C(=O)OCC)(SCCCCCCC)F,5.367907671954162,0.8213391570076056,0.0,H21C11SO2F
O(C)c1cc(C)c(cc1)N,3.535017340756531,-0.7272431498462537,0.0,H11C8NO
C(OC)OC,5.922347318923675,-1.1774171413657313,0.0,H8C3O2
S(C(C)(C)C)C(C)(C)C,4.706216671189031,-0.9763108021346852,0.0,H18C8S
C1CCOC=C1,4.470293159503489,-1.021081844382388,0.0,H8C5O
N(CCO)(CCO)CCO,4.044452218735023,-0.9727158708377828,0.0,H15C6NO3
C(C(=O)O)CCO,6.1331887593074494,-0.5828099597805703,0.0,H8C4O3
Fc1c(F)cc(c(c1)F)F,5.582340274855232,0.3290544414609031,0.0,HC3F2
N(=O)(=O)c1c(O)c(N(=O)=O)ccc1,5.915723137464374,2.559195936913602,0.0,H4C6N2O5
N(=[N])c1ccc(cc1)OC.[Cl],4.900157047589891,3.4384120218397585,0.0,H7C7N2ClO
S(CC#N)c1ccccc1,4.764419146385626,1.2738918751798338,0.0,H7C8SN
C(CC#N)CC,7.084903679818671,-0.3374989342750267,0.0,H9C5N
C(C)N,4.792780366320221,-0.8266563978576413,0.0,H7C2N
[Si](CCCN)(OC)(OC)OC,4.774138802354718,-0.822586731314368,0.0,SiH17C6NO3
Nc1c(Cl)cccc1Cl,4.403165791221545,1.346720836556051,0.0,H5C6NCl2
Cc1c(C)cc(cc1C)C,4.637723672397987,-0.9384107050576858,0.0,H7C5
N(=O)(=O)C1=CC(=N)C=CC1=O,6.0808050031642775,3.004508563005948,0.0,H4C6N2O3
S=C1[CH]c2c([N]1)cccc2,4.794593058102327,3.35663603635985,0.0,H5C8SN
Clc1c(Cl)nccc1,5.724478660894965,0.5479589767870494,0.0,H3C5NCl2
P(=O)(O)(O)c1ccccc1,5.807134208092611,0.3425906137468701,0.0,PH7(C2O)3
[Al](O)(O)O,7.095590635176995,0.9034491758226068,0.0,Al(HO)3
C(=O)(CCl)O,6.781653838375496,2.1259682020514448,0.0,H3C2ClO2
C(C(=O)O)(Cl)Cl,6.998144013735873,2.512938935423881,0.0,HCClO
C(Nc1ccccc1)c1ccccc1,3.880711934123247,-0.3966336442739702,0.0,H13C13N
C(C(=O)O)C(=O)O,6.563606233059181,0.3412182674688666,0.0,H4C3O4
[C@H]12C[C@H](C=C1)C=C2,4.487802623773495,-0.2423798031853947,0.0,H8C7
c1ccoc1,4.961150806675141,-1.1975926355265982,0.0,H4C4O
C(C(=O)N)C#N,6.685853853972366,0.2518226509651868,0.0,H4C3N2O
C(CC(=O)N1CCCC1)c1cc(OC)ccc1,4.585889428386144,-0.5791554355550033,0.0,H19C14NO2
S([C@]1(F)C(=O)CCCC1)c1ccccc1,4.929442659996857,1.4734453586948804,0.0,H13C12SOF
[C@H](CCS)(C(=O)O)N,4.96678960678546,-0.4888910058238251,0.0,H9C4SNO2
Sc1ccco1,4.379676380447199,0.058166154610808,0.0,H4C4SO
O=c1[nH]c2c(o1)cccc2,4.870914976108542,-0.2188308919980044,0.0,H5C7NO2
C(=C(F)F)(Cl)F,5.729950094666128,1.539686152876675,0.0,C2ClF3
C(=O)(NC(=O)OCC(Cl)(Cl)Cl)c1ccccc1,5.621358612866606,2.3656380518965308,0.0,H8C10N(ClO)3
Clc1nc(Cl)nc(n1)Cl,7.030489497288363,1.6077538867190015,0.0,CNCl
Clc1c(O)ccc(c1)Cl,4.928165711383917,1.5838157819904155,0.0,H4C6Cl2O
[C@H](CC=C)(O)c1c(N(=O)=O)cccc1,5.387307350514311,1.9739790964136772,0.0,H11C10NO3
C(=C)CO,5.738019461835938,-0.2791713438558871,0.0,H6C3O
O=C1c2c(C(=O)N1O)cccc2,5.493174670738517,1.8401032729339928,0.0,H5C8NO3
[SiH](C)(C)c1ccccc1,5.347380707394768,-0.2763217269206506,0.0,Si(H3C2)4
C(CC(=O)Cl)CCCCC(=O)Cl,6.880789361560892,1.633640176872723,0.0,H6C4ClO
Nc1ccccc1.O(C)c1c(N)cccc1,3.859523651304335,-0.4304945733259955,0.0,H16C13N2O
C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)c1ccc(cc1)C#N,5.97047010432434,0.7909738975664369,0.0,H6C13NF11
C(C(=O)OCC)(CCC#N)CCC#N,6.584800238435127,-0.1128236862081393,0.0,H7C5NO
Oc1c2c(c(cc1)O)cccc2,3.881818719065996,0.3695310484123184,0.0,H4C5O
C1CCNC1,4.117656645508395,-0.8319767404176672,0.0,H9C4N
S(=O)(=O)(N1C(=O)CCCC1)c1ccc(cc1)C,5.41302214364041,1.5544904327958649,0.0,H15C12SNO3
Clc1c2c(c(c(c1Cl)Cl)Cl)C(=O)OC2=O,6.096761989961669,2.3507949032369653,0.0,C8Cl4O3
[N](CC)(CC)(CC)C.[Cl],5.218180893561657,-0.7226996242665336,0.0,H18C7NCl
C(=O)(C=C)NC.C(=O)(N(C)C)C=C,5.321409898687852,0.7415885692513258,0.0,H16C9(NO)2
C1(=O)OCCO1,7.044261573225958,-0.8530653969213744,0.0,H4(CO)3
C(O)c1ccc(cc1)C,4.951368194445967,-0.313429904696386,0.0,H10C8O
C(=O)(C)c1cnccn1,5.556576966556895,1.5421104803732306,0.0,H6C6N2O
Clc1cc(Cl)cc(c1)Cl,5.675220434235234,1.2671261210576632,0.0,HC2Cl
C(=S)(C(=S)N)N,4.872278843323874,2.089909330608498,0.0,H2CSN
C(CCl)Cl,6.997663360021397,1.8306370855621936,0.0,H2CCl
C(=O)(OC)c1c(Cl)cccc1,5.577922016882075,0.8868885888346996,0.0,H7C8ClO2
Oc1oc(cc1)O,3.787955877703644,-0.5718733835132297,0.0,H4C4O3
C(=C)(C(=O)O)CC,5.921941327796594,0.8371603753181263,0.0,H8C5O2
C(#C)c1ccccn1,5.484194530384775,0.7147212325231522,0.0,H5C7N
S(C#N)c1cc(C)c(cc1)O,4.706052537561481,1.3156467831555347,0.0,H7C8SNO
S(=O)(CC)CC,4.937865249985043,-1.101806743902125,0.0,H10C4SO
S=C1OCCS1,5.108643794400996,1.0757500720043027,0.0,H4C3S2O
C(=O)(O)[C@@H]1CC[C@H](C=C1)C(=O)O,5.444090847283951,-0.0501610910418093,0.0,H5(C2O)2
[S@]([CH2])(c1ccc(cc1)[S@](=O)C)c1ccccc1,3.3107462198400754,0.6923176403157414,0.0,H14C14S2O
C(C)(C)(C)O,5.954136267083959,-0.7752063350457319,0.0,H10C4O
[O]N1[CH]C=NO1,5.844938575517153,2.262984888627761,0.0,HCNO
O=C1NC(=S)NC1,5.0794425263971785,0.6764826748163615,0.0,H4C3SN2O
S(CCCC)(OCC)([O])[O],6.7535883980250215,-0.8070850862153747,0.0,H14C6SO3
C(CS)N,4.770176560917752,-0.6491338711370189,0.0,H7C2SN
Fc1ccc(cc1)n1c(nnn1)c1ccccc1,5.455090488654241,0.8925660372711719,0.0,H9C13N4F
C(=O)(OCC)C1CC1,6.085680251842495,-0.8667519610829912,0.0,H5C3O
O(C)[C@@H]1CC(=O)N(C1)C,5.249337389291759,-0.9130882783232664,0.0,H11C6NO2
[SiH](C)(C)Cl,6.769946437072212,-0.7361093398088996,0.0,SiH7C2Cl
C(C=C)c1ccccc1,5.07716884656802,-0.4413672246104396,0.0,H10C9
Fc1c(F)c(F)c(cc1F)F,5.832067841297976,0.8928094485432667,0.0,HC6F5
[C@H](C(=O)O)(CO)O,5.891214619544916,0.313978504853003,0.0,H6C3O4
Oc1ccncc1,5.572436542038849,-0.318108023224704,0.0,H5C5NO
C(=O)(O)[C@@H]1CCC=CC1,5.118643256871655,1.4192132475360268,0.0,H10C7O2
[C@H](SCC(F)(F)F)(OC)c1ccccc1,5.262331116243876,1.434964148918516,0.0,H11C10SOF3
C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)(F)c1ccc(cc1)C#N,6.394458192038291,1.23254746182065,0.0,H4C13NF13
[C@H](C(=O)OCC)(O)c1ccccc1,5.3440195273266,0.0763480257824995,0.0,H12C10O3
Sc1c(Cl)ccc(c1)Cl,4.943837052125309,1.405664016501396,0.0,H4C6SCl2
C[C@H]1NC(=O)CC1,5.696575454808771,-0.8231387877061933,0.0,H9C5NO
C(C)S,5.328095703048893,-0.4694716235011582,0.0,H6C2S
FC1(F)C=C[C@H](C=C1)F,6.380546739391866,1.8152204869216804,0.0,H5(C2F)3
C(=O)c1ccc(cc1)O,5.17887108081195,0.9291198048700609,0.0,H6C7O2
FC1(F)SCCS1,5.423909140759497,1.0333077636583767,0.0,H4C3(SF)2
S(=O)(=O)(C)Cl,7.483719623816432,3.187154908957018,0.0,H3CSClO2
C(=C)(OC)C,4.719774046585917,-0.9749984896083332,0.0,H8C4O
P(OC)(OC)OC,4.839009791803255,-0.514948956266744,0.0,PH9(CO)3
CC1=C(C)C(=O)C(=C(C1=O)C)C,5.497005897530107,2.353270690178397,0.0,H6C5O
O(CC)C=C,4.72535747424954,-1.0320354250437958,0.0,H8C4O
C(=O)(C(=O)O)c1ccco1,5.578654971833748,1.9850571147340816,0.0,H2C3O2
O(CCS)CCS,5.259835761598515,-0.8080936625505273,0.0,H10C4S2O
N(C(C#N)(C)C)c1nc(NCC)nc(n1)Cl,5.39747599431721,0.6081764821770776,0.0,H13C9N6Cl
N(C(=O)OCC)C1CCCCC1,5.362934067728565,-0.9635989660659106,0.0,H17C9NO2
[Br],4.935085237049497,-1.0622255384136223,-1.0,Br
O(C(=C)C)C(=O)C,5.221049806086375,0.0276564516985673,0.0,H8C5O2
C(C#N)(C#N)c1ccc(cc1)N(=O)=O,6.515219442809757,2.257764966956165,0.0,H5C9N3O2
O(C1=CCC=CC1)C1=CCC=CC1,4.276130550455127,-0.8792870510482316,0.0,H14C12O
C1C=CC=C1,4.5344354253662456,-0.1801807702708173,0.0,H6C5
C(=C(F)F)(C(F)(F)F)F,6.5303988779101925,1.2502219087124105,0.0,CF2
[S@]([O])(O)c1ccccc1,5.52831180281064,1.4822708621992209,0.0,H6C6SO2
Cl[O].[O].[O].[O].C(C)N1[C]2C(=CC=C1)C=CC=C2,6.134004940280283,2.033357032641652,0.0,H12C11NClO4
[Si](C)(C)(C)N1C(=O)OCC1,5.362796057031664,-0.6660464564178254,0.0,SiH13C6NO2
COc1cccc(c1)N(=O)=O,5.3947463449127095,1.903720574391264,0.0,H7C7NO3
N(=O)c1cc(C)ccc1,4.66502082926454,2.194722783871476,0.0,H7C7NO
C(=O)c1cc(OC)ccc1,4.980208223168665,1.1507157610354626,0.0,H4C4O
N(C)(C)O,4.181229616567725,-0.9383574170054998,0.0,H7C2NO
Fc1c(F)c(F)ccc1F,5.745264707760361,0.6669681981198665,0.0,HC3F2
c12c(csc1)OCCO2,4.509955011364218,-0.425685763961519,0.0,H6C6SO2
C(=O)(C)c1cc(Cl)c(cc1)Cl,5.664684017692343,1.2430501797876787,0.0,H6C8Cl2O
C[C@@H]1OC(=O)CC1,6.332389000962939,-0.7787682153961213,0.0,H8C5O2
C(=O)([C@H](O)c1ccccc1)N1[C@H](C)CCC1=O,5.232415437852614,0.7135318365413696,0.0,H15C13NO3
C1(=O)C(=CC(=O)C(=C1)C)C,6.028030499713713,2.575025204355916,0.0,H4C4O
FC1=Cc2c(CC1)n1c(c3c2cccc3)nnn1,4.552672641771641,0.9305380594756572,0.0,H9C13N4F
C(=S)(Nc1ccccc1)c1cccnc1,4.580686799550312,1.507106273192767,0.0,H10C12SN2
c1(cc(ccc1)N)NC(=O)C,4.018186566523218,-0.3419225501733307,0.0,H10C8N2O
C(CC(=C)C)C[C@@H](C)O,5.182687545425869,-0.8199199122940626,0.0,H16C8O
[C@@]12(ON([C@H](CC1)CC2)C=O)C,4.4368957600469,-0.8811498879626014,0.0,H13C8NO2
N(C(=O)CCc1ccccc1)C1CCCC1,5.142975608292181,-0.5793729878445446,0.0,H19C14NO
[C@](CC=C)(C)(O)c1ccccc1,5.187124407824376,-0.5847249581987852,0.0,H14C11O
O=C1c2c(C(=O)C=C1NCC(=O)O)cccc2,4.890088138950523,2.209839586530143,0.0,H9C12NO4
C(=O)(O)[C@H]1c2c3c([C@@H]1C(=O)O)cccc3ccc2,4.542112521392118,0.5035909052072385,0.0,H5C7O2
N(CC(F)(F)F)([C@@H](C#N)C)c1ccccc1,4.436916247499175,-0.4578625777452543,0.0,H11C11N2F3
O(C(C)(C)C)C(=O)OC(=O)OC(C)(C)C,6.68487915036676,-0.7893602193493279,0.0,H18(C2O)5
Cc1c2c(c(c3c1cccc3)C)cccc2,3.7752718598327193,0.913641169715993,0.0,H7C8
C12=C(C(=O)C3=C(C1=O)CC3)CC2,5.748080130868038,2.716056829940135,0.0,H4C5O
O(c1c(Cl)cc(cc1)Cl)c1c(O)cc(cc1)Cl,4.69695323856431,1.2003744276895305,0.0,H7C12Cl3O2
C(c1ccccc1)(c1ccccc1)c1ccccc1,4.966339383552258,-0.2655508353258482,0.0,H16C19
N(C)N,3.642154112856224,-0.90471147965618,0.0,H6CN2
C(C(F)(F)F)N1c2c(CC[C@H]1C#N)cccc2,4.266797394100285,0.2661850207274256,0.0,H11C12N2F3
Cn1ccc(=c2ccn(cc2)C)cc1,1.847322039456776,-0.349052566767932,0.0,H7C6N
c12c(c3c(cc1cccc2)cccc3)C=O,4.291946446226211,1.7056404482005747,0.0,H10C15O
P(OCC)(OCC)OCC,4.71848981620642,-0.4711947354029688,0.0,PH15(C2O)3
S(C(=O)C(=O)Sc1ccccc1)c1ccccc1,5.3958149597398,2.0070073163020425,0.0,H5C7SO
C1(CCC(=O)CC1)C,5.531258697721205,0.0104157705933176,0.0,H12C7O
ClC1(Cl)C(C1)(c1ccccc1)c1ccccc1,5.110083690212923,1.738544197783631,0.0,H12C15Cl2
O=[S@]1c2c(N(c3c1cccc3)C)ccc(c2)N(=O)=O,4.732198356281151,2.0376271246364923,0.0,H10C13SN2O3
c1(c2ccccc2)cc(c(cc1)Cl)Cl,4.863648527077748,0.5432397119308008,0.0,H4C6Cl
C([C@@](CC=C)(C)O)C(C)C,4.916313730560068,-0.6899181599277653,0.0,H18C9O
S(=O)(C(C)(C)C)C(C)(C)C,4.550641627616278,-0.9157689887528248,0.0,H18C8SO
C(=CCl)(c1ccccc1)c1ccccc1,4.624107846951665,0.6752992680572789,0.0,H11C14Cl
C(N(C(=O)OCC)C)c1ccccc1,5.05989017292959,-0.4620153587406093,0.0,H15C11NO2
C(C(C(F)F)(F)F)(C(C(=O)O)(F)F)(F)F,7.536128803554311,1.0466265278715583,0.0,H2C5(OF4)2
C1CCCCCCC1,6.079004828621327,-1.1469561114558018,0.0,H2C
Nc1c2c(cc(cc2O)S([O])([O])O)cc(c1)S([O])([O])O,4.250396200508112,1.2820874922923395,0.0,H9C10S2NO7
O(C(=O)C)c1c(OC)ccc(c1)C(=O)N=[N]=[N],5.008512122321553,1.38411199639595,0.0,H9C10N3O4
O(P(OC)(OC)[S])c1cc(C)c(cc1)SC,4.304122220748104,0.6938036322258996,0.0,PH15C10S2O3
C(SCC(=O)OCC)c1ccccc1,4.943608394861803,0.8211450255490491,0.0,H14C11SO2
C(N(=O)=O)c1c(OC)ccc(c1)OC,4.210898865954368,1.6412692067075114,0.0,H11C9NO4
N(C(C)C)(C(C)C)SC,3.563949714026967,-0.811509910292807,0.0,H17C7SN
S(=O)(=O)(c1ccc(cc1)N(=O)=O)c1ccccc1,6.087300148241047,2.372712636186043,0.0,H9C12SNO4
